校名,學系名稱,學科能力測驗及英語聽力測驗檢定標準,採計科目及加權(含學測、分科及術科)
臺北市立大學,幼兒教育學系,---,英　文(學測) x 2.00、國　文(學測) x 2.00、歷　史(分科) x 1.00、地　理(分科) x 1.00
臺北市立大學,教育學系,---,國　文(學測) x 2.00、英　文(學測) x 2.00、數學 B(學測) x 2.00、歷　史(分科) x 1.00、地　理(分科) x 1.00
臺北市立大學,歷史與地理學系,---,國　文(學測) x 1.50、歷　史(分科) x 1.50、地　理(分科) x 1.50、英　文(學測) x 1.00
臺北市立大學,英語教學系,---,英　文(學測) x 2.00、國　文(學測) x 1.25、公民與社會(分科) x 1.00
臺北市立大學,特殊教育學系,---,國　文(學測) x 2.00、數學 B(學測) x 1.50、英　文(學測) x 1.50、公民與社會(分科) x 1.00
臺北市立大學,中國語文學系,國　文 (均標),國　文(學測) x 2.00、歷　史(分科) x 1.00、英　文(學測) x 1.00
臺北市立大學,數據科學與數學系,---,數學甲(分科) x 2.00、物　理(分科) x 1.00、英　文(學測) x 1.00
臺北市立大學,資訊科學系,---,數學甲(分科) x 2.00、英　文(學測) x 2.00、物　理(分科) x 1.00
臺北市立大學,應用物理暨化學系電子物理組,---,物　理(分科) x 1.50、化　學(分科) x 1.50、英　文(學測) x 1.25、數學甲(分科) x 1.00、國　文(學測) x 1.00
臺北市立大學,體育學系,---,英　文(學測) x 2.00、體　育(術科) x 1.50、國　文(學測) x 1.00、生　物(分科) x 1.00
臺北市立大學,地球環境暨生物資源學系,---,數學甲(分科) x 1.00、國　文(學測) x 1.00、物　理(分科) x 1.00、化　學(分科) x 1.50
臺北市立大學,公共事務學系,---,公民與社會(分科) x 2.00、國　文(學測) x 1.50、英　文(學測) x 1.50
臺北市立大學,心理與諮商學系,英　文 (均標) 數學 B (後標),英　文(學測) x 2.00、國　文(學測) x 1.50、數學 B(學測) x 1.50、公民與社會(分科) x 1.00
臺北市立大學,學習與媒材設計學系,---,國　文(學測) x 2.00、數學 B(學測) x 1.50、英　文(學測) x 2.00、歷　史(分科) x 1.00、地　理(分科) x 1.00
臺北市立大學,休閒運動管理學系,---,英　文(學測) x 1.25、公民與社會(分科) x 1.00、國　文(學測) x 1.00
臺北市立大學,運動健康科學系,---,英　文(學測) x 1.50、生　物(分科) x 1.00、國　文(學測) x 1.00
臺北市立大學,城市發展學系,---,地　理(分科) x 2.00、英　文(學測) x 2.00、國　文(學測) x 1.00
臺北市立大學,行銷與管理學系,---,英　文(學測) x 2.00、數學乙(分科) x 2.00、國　文(學測) x 1.00
臺北市立大學,衛生福利學系,---,國　文(學測) x 1.50、數學甲(分科) x 1.00、英　文(學測) x 1.50、生　物(分科) x 1.50
臺北市立大學,應用物理暨化學系應用化學組,---,化　學(分科) x 1.50、物　理(分科) x 1.50、英　文(學測) x 1.25、數學甲(分科) x 1.00、國　文(學測) x 1.00
國立屏東大學,教育學系,---,國　文(學測) x 2.00、英　文(學測) x 1.50、公民與社會(分科) x 1.00
國立屏東大學,教育心理與輔導學系,---,國　文(學測) x 1.25、英　文(學測) x 1.25、公民與社會(分科) x 1.00、數學 B(學測) x 1.00
國立屏東大學,英語學系,---,英　文(學測) x 2.00、國　文(學測) x 1.00、歷　史(分科) x 1.00
國立屏東大學,幼兒教育學系,---,國　文(學測) x 2.00、公民與社會(分科) x 2.00、英　文(學測) x 1.00
國立屏東大學,社會發展學系,---,公民與社會(分科) x 1.00、國　文(學測) x 1.00、英　文(學測) x 1.00
國立屏東大學,視覺藝術學系數位媒體設計組,---,國　文(學測) x 2.00、英　文(學測) x 1.50、歷　史(分科) x 1.50
國立屏東大學,音樂學系,---,英　文(學測) x 1.00、國　文(學測) x 1.00、歷　史(分科) x 1.00
國立屏東大學,特殊教育學系,---,國　文(學測) x 2.00、英　文(學測) x 1.00、公民與社會(分科) x 1.00
國立屏東大學,中國語文學系,---,國　文(學測) x 2.00、歷　史(分科) x 1.25、英　文(學測) x 1.00
國立屏東大學,應用化學系,---,化　學(分科) x 2.00、英　文(學測) x 1.50、數學甲(分科) x 1.50
國立屏東大學,電腦科學與人工智慧學系,---,數學甲(分科) x 2.00、英　文(學測) x 2.00、國　文(學測) x 1.00
國立屏東大學,應用數學系,---,數學甲(分科) x 2.00、國　文(學測) x 1.00、英　文(學測) x 1.00
國立屏東大學,體育學系,---,體　育(術科) x 2.00、數學 B(學測) x 1.00、生　物(分科) x 1.00
國立屏東大學,應用物理系半導體組,---,物　理(分科) x 2.00、數學甲(分科) x 1.75、英　文(學測) x 1.00
國立屏東大學,文化創意產業學系,---,國　文(學測) x 2.00、英　文(學測) x 1.00、歷　史(分科) x 1.00
國立屏東大學,應用物理系光電暨材料組,---,物　理(分科) x 2.00、數學甲(分科) x 1.75、英　文(學測) x 1.00、化　學(分科) x 1.00
國立屏東大學,科學傳播學系,---,國　文(學測) x 1.50、自　然(學測) x 1.25、英　文(學測) x 1.00、公民與社會(分科) x 1.00
國立屏東大學,商業大數據學系,---,英　文(學測) x 1.00、數學 B(學測) x 1.00、公民與社會(分科) x 1.00、國　文(學測) x 1.00
國立屏東大學,休閒事業經營學系,---,英　文(學測) x 1.50、國　文(學測) x 1.50、公民與社會(分科) x 1.00、數學 B(學測) x 1.00
國立屏東大學,行銷與流通管理學系,---,英　文(學測) x 2.00、數學 B(學測) x 2.00、國　文(學測) x 1.00、公民與社會(分科) x 1.00
國立屏東大學,不動產經營學系,---,英　文(學測) x 1.00、國　文(學測) x 1.00、公民與社會(分科) x 1.00
國立屏東大學,企業管理學系,---,英　文(學測) x 1.50、數學 B(學測) x 1.50、國　文(學測) x 1.00、公民與社會(分科) x 1.00
國立屏東大學,國際經營與貿易學系,---,英　文(學測) x 1.00、數學 B(學測) x 1.00、公民與社會(分科) x 1.00、國　文(學測) x 1.00
國立屏東大學,財務金融學系,---,數學 B(學測) x 1.00、英　文(學測) x 1.00、國　文(學測) x 1.00、公民與社會(分科) x 1.00
國立屏東大學,會計學系,---,英　文(學測) x 2.00、國　文(學測) x 2.00、數學 B(學測) x 1.50、公民與社會(分科) x 1.00
國立屏東大學,資訊工程學系,---,數學 A(學測) x 2.00、英　文(學測) x 2.00、國　文(學測) x 1.00、物　理(分科) x 1.00
國立屏東大學,資訊管理學系,---,英　文(學測) x 2.00、數學 B(學測) x 2.00、國　文(學測) x 1.00、公民與社會(分科) x 1.00
國立屏東大學,電腦與通訊學系,---,數學 A(學測) x 2.00、英　文(學測) x 2.00、國　文(學測) x 1.00、物　理(分科) x 1.00
國立屏東大學,應用英語學系,---,英　文(學測) x 2.00、國　文(學測) x 1.00、公民與社會(分科) x 1.00
國立屏東大學,應用日語學系,---,英　文(學測) x 2.00、國　文(學測) x 2.00、公民與社會(分科) x 1.00
國立屏東大學,智慧機器人學系,---,數學 A(學測) x 2.00、物　理(分科) x 2.00、英　文(學測) x 1.00
國立屏東大學,視覺藝術學系美術組,---,美　術(術科) x 2.00、國　文(學測) x 1.50、英　文(學測) x 1.50、歷　史(分科) x 1.00
國立臺東大學,幼兒教育學系,---,國　文(學測) x 2.00、英　文(學測) x 2.00、公民與社會(分科) x 1.00
國立臺東大學,教育學系,---,國　文(學測) x 1.50、英　文(學測) x 1.00、公民與社會(分科) x 1.00
國立臺東大學,身心整合與運動休閒產業學系,---,國　文(學測) x 1.50、英　文(學測) x 1.00、公民與社會(分科) x 1.00
國立臺東大學,文化資源與休閒產業學系,---,國　文(學測) x 1.50、英　文(學測) x 1.00、公民與社會(分科) x 1.00
國立臺東大學,應用數學系,---,數學甲(分科) x 2.00、國　文(學測) x 1.00、英　文(學測) x 1.00
國立臺東大學,體育學系,---,國　文(學測) x 2.00、英　文(學測) x 1.50、公民與社會(分科) x 1.00
國立臺東大學,美術產業學系,---,國　文(學測) x 1.00、歷　史(分科) x 1.00、公民與社會(分科) x 1.00
國立臺東大學,特殊教育學系,---,國　文(學測) x 2.00、英　文(學測) x 1.00、公民與社會(分科) x 1.00
國立臺東大學,音樂學系,---,國　文(學測) x 2.00、英　文(學測) x 1.50、歷　史(分科) x 1.00
國立臺東大學,應用科學系化學及奈米科學組,---,化　學(分科) x 2.00、數學 A(學測) x 1.00、物　理(分科) x 1.00
國立臺東大學,資訊工程學系,---,數學甲(分科) x 2.00、英　文(學測) x 2.00、國　文(學測) x 1.50
國立臺東大學,資訊管理學系,---,英　文(學測) x 2.00、數學 B(學測) x 2.00、公民與社會(分科) x 1.75、國　文(學測) x 1.00
國立臺東大學,英美語文學系,---,英　文(學測) x 2.00、國　文(學測) x 2.00、公民與社會(分科) x 1.00
國立臺東大學,華語文學系,---,國　文(學測) x 2.00、歷　史(分科) x 1.50、公民與社會(分科) x 1.00
國立臺東大學,生命科學系,---,生　物(分科) x 2.00、化　學(分科) x 1.50、國　文(學測) x 1.00
國立臺東大學,應用科學系物理暨光電科學組,---,物　理(分科) x 2.00、數學 A(學測) x 1.00、化　學(分科) x 1.00
國立臺東大學,公共與文化事務學系,---,社　會(學測) x 2.00、公民與社會(分科) x 1.50、歷　史(分科) x 1.00
國立臺東大學,數位媒體與文教產業學系,---,國　文(學測) x 2.00、英　文(學測) x 1.00、公民與社會(分科) x 1.00
國立臺東大學,綠能與資訊科技學系,---,物　理(分科) x 2.00、國　文(學測) x 1.00、數學 B(學測) x 1.00
國立臺東大學,全校不分系學士學位學程,---,國　文(學測) x 1.50、英　文(學測) x 1.00、公民與社會(分科) x 1.00
國立臺東大學,護理學系,---,生　物(分科) x 2.00、國　文(學測) x 1.50、英　文(學測) x 1.00
國立體育大學,休閒產業經營學系,---,地　理(分科) x 2.00、英　文(學測) x 1.00、國　文(學測) x 1.00
國立體育大學,體育推廣學系A,---,英　文(學測) x 2.00、國　文(學測) x 2.00、公民與社會(分科) x 1.00
國立體育大學,體育推廣學系B,---,英　文(學測) x 1.00、國　文(學測) x 2.00、體　育(術科) x 2.00、公民與社會(分科) x 1.00
國立體育大學,運動保健學系A,數學 A (底標)或 數學 B (底標),英　文(學測) x 2.00、生　物(分科) x 1.75、國　文(學測) x 2.00、自　然(學測) x 1.00
國立體育大學,適應體育學系A,---,英　文(學測) x 2.00、國　文(學測) x 2.00、生　物(分科) x 1.75
國立體育大學,運動保健學系B,數學 A (底標)或 數學 B (底標),英　文(學測) x 2.00、生　物(分科) x 1.75、體　育(術科) x 1.00、國　文(學測) x 2.00、自　然(學測) x 1.00
國立體育大學,適應體育學系B,---,英　文(學測) x 2.00、國　文(學測) x 2.00、公民與社會(分科) x 1.75
元智大學,應用外語學系,---,英　文(學測) x 1.50、國　文(學測) x 1.00、歷　史(分科) x 1.00
元智大學,管理學院學士班(主修：數位行銷與人力資源),---,國　文(學測) x 2.00、社　會(學測) x 1.75、公民與社會(分科) x 1.00
元智大學,管理學院學士班(主修：財務金融A組),---,公民與社會(分科) x 1.50、國　文(學測) x 2.00、英　文(學測) x 1.00
元智大學,管理學院學士班(主修：國際企業管理),---,公民與社會(分科) x 2.00、英　文(學測) x 1.00、國　文(學測) x 1.50
元智大學,管理學院學士班(主修：會計),---,國　文(學測) x 2.00、公民與社會(分科) x 1.50、歷　史(分科) x 1.00
元智大學,資訊工程學系(資訊工程組),---,數學甲(分科) x 1.00、英　文(學測) x 1.00、國　文(學測) x 1.00
元智大學,資訊傳播學系(數位媒體設計-創作組),---,國　文(學測) x 1.50、英　文(學測) x 1.00、公民與社會(分科) x 1.00
元智大學,中國語文學系,---,國　文(學測) x 2.00、歷　史(分科) x 1.00、英　文(學測) x 1.00
元智大學,社會暨政策科學學系,---,公民與社會(分科) x 2.00、社　會(學測) x 2.00、國　文(學測) x 1.00
元智大學,電機工程學系(甲組),---,數學甲(分科) x 1.00、英　文(學測) x 1.00、國　文(學測) x 1.00
元智大學,機械工程學系,---,數學甲(分科) x 1.00、物　理(分科) x 1.00、自　然(學測) x 1.00、國　文(學測) x 1.00
元智大學,化學工程與材料科學學系,---,數學甲(分科) x 1.00、物　理(分科) x 1.00、化　學(分科) x 1.00、國　文(學測) x 1.00
元智大學,工業工程與管理學系(A組),---,數學甲(分科) x 1.25、英　文(學測) x 1.00、國　文(學測) x 1.00
元智大學,護理學系,---,生　物(分科) x 1.00、國　文(學測) x 1.00、英　文(學測) x 1.00
元智大學,管理學院學士班(主修：財務金融B組),---,歷　史(分科) x 1.50、國　文(學測) x 2.00、英　文(學測) x 1.00
元智大學,資訊管理學系(社會組),---,英　文(學測) x 2.00、數學 B(學測) x 1.50、國　文(學測) x 1.00、公民與社會(分科) x 1.50
元智大學,管理學院學士班(主修：財務金融C組),---,地　理(分科) x 1.50、國　文(學測) x 2.00、英　文(學測) x 1.00
元智大學,資訊傳播學系(智慧科技應用組),---,國　文(學測) x 1.50、英　文(學測) x 1.00、數學 B(學測) x 1.00、公民與社會(分科) x 1.00
元智大學,管理學院學士班(英語專班),---,英　文(學測) x 2.00、公民與社會(分科) x 1.50、國　文(學測) x 1.00
元智大學,藝術與設計學系,---,英　文(學測) x 1.00、國　文(學測) x 1.00、公民與社會(分科) x 1.00
元智大學,電機工程學系(丙組),---,數學甲(分科) x 1.00、英　文(學測) x 1.00、國　文(學測) x 2.00
元智大學,電機工程學系(乙組)(A組),英　文 (後標),數學甲(分科) x 1.00、自　然(學測) x 1.00、國　文(學測) x 2.00
元智大學,工業工程與管理學系(B組),---,數學乙(分科) x 1.00、英　文(學測) x 1.00、國　文(學測) x 1.25
元智大學,資訊管理學系(自然組),---,英　文(學測) x 2.00、數學甲(分科) x 1.50、國　文(學測) x 1.50
元智大學,電機工程學系(乙組)(B組),英　文 (後標) 數學 A (後標)或 數學 B (均標),物　理(分科) x 1.00、自　然(學測) x 1.00、國　文(學測) x 2.00
元智大學,人文社會學院英語學士班,英　文 (後標),國　文(學測) x 2.00、英　文(學測) x 1.50、公民與社會(分科) x 1.00
